probeID	symbol	description	accession	ensg	unigene
1580	WDR85	WD repeat domain 85	H11019	ENSG00000148399	Hs.292570
1581	DCTN2	Dynactin 2 (p50)	AI076207	ENSG00000175203|ENSG00000175203	Hs.289123
1582	COX15	"COX15 homolog, cytochrome c oxidase assembly protein (yeast)"	AI760159		Hs.28326
1583		Transcribed locus	AW015577		Hs.664231
1584		Transcribed locus	AI220446		Hs.697356
1585			AI057226		Data not found
1586		Transcribed locus	AL040600		Hs.671065
1587	BOD1P	Biorientation of chromosomes in cell division 1 pseudogene	AL042837	NA	Hs.127882
1588		Transcribed locus	AA431769		Hs.571717
1589	DDX26B	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 26B	AI828015	ENSG00000165359	Hs.496829
1590		Transcribed locus	AA521018		Hs.598907
1591	LIMCH1	LIM and calponin homology domains 1	AA019620		Hs.335163
1592			AI299325		Data not found
1593	CLCF1	Cardiotrophin-like cytokine factor 1	AA430517	ENSG00000175505|ENSG00000175505	Hs.502977
1594	ALG2	"Asparagine-linked glycosylation 2, alpha-1,3-mannosyltransferase homolog (S. cerevisiae)"	AI686368		Hs.40919
1595		Transcribed locus	AI565714		Hs.700855
1596	BTNL8	Butyrophilin-like 8	AA884903	ENSG00000215631|ENSG00000113303	Hs.189109
1597			N26080		Data not found
1598	LOC149832	Hypothetical protein LOC149832	AW016365	NA	Hs.126857
1599	TMEM81	Transmembrane protein 81	AI420422	ENSG00000174529	Hs.146928
1600	SLC38A1	"Solute carrier family 38, member 1"	AA806552		Hs.694701
1601	CAB39L	Calcium binding protein 39-like	AI247543		Hs.87159
1602			AI740914		Data not found
1603	TMEM107	Transmembrane protein 107	AI761921	ENSG00000179029	Hs.513933
1604			AI094222		Data not found
1605		Transcribed locus	AI375437		Hs.48945
1606		"Transcribed locus, weakly similar to NP_954594.1 zinc and ring finger 2 [Mus musculus]"	AW173070	NA	Hs.600558
1607		Transcribed locus	AA020781		Hs.679368
1608		"CDNA FLJ10586 fis, clone NT2RP2003986"	AI359676	NA|NA	Hs.719482
1609	MED6	Mediator complex subunit 6	AW006113		Hs.497353
1610		Transcribed locus	AI830457		Hs.487883
1611		Transcribed locus	AI633738		Hs.47068
1612	CHTF8	"CTF8, chromosome transmission fidelity factor 8 homolog (S. cerevisiae)"	AI309784	ENSG00000168802	Hs.85962
1613	C3orf25	Chromosome 3 open reading frame 25	AL133011	ENSG00000172771	Hs.652347
1614			AL133012		Data not found
1615		Transcribed locus	AA569995		Hs.687338
1616	SH2D3C	SH2 domain containing 3C	AW055271	ENSG00000095370|ENSG00000095370	Hs.306412
1617			AA432266		Data not found
1618		Transcribed locus	H17654		Hs.525015
1619	ALDH1L1	"Aldehyde dehydrogenase 1 family, member L1"	AL133015		Hs.434435
1620	MYO19	Myosin XIX	AL133017	ENSG00000141140	Hs.302051
1621	ARMCX1	"Armadillo repeat containing, X-linked 1"	AA131315	ENSG00000126947|ENSG00000126947	Hs.9728
1622	SQSTM1	Sequestosome 1	AI744013	ENSG00000161011|ENSG00000161011	Hs.437277
1623		"Transcribed locus, moderately similar to NP_005921.2 CTAGE family, member 5 isoform 1 [Homo sapiens]"	AL133018	NA	Hs.567920
1624			AL133019		Data not found
1625		Transcribed locus	AA937112		Hs.665683
1626		Transcribed locus	AW086493		Hs.666705
1627	MYPN	Myopalladin	AA179600	ENSG00000138347	Hs.55205
1628			T95594		Data not found
1629			AW025980_RC		Data not found
1630	SERF2	Small EDRK-rich factor 2	AI092931	ENSG00000140264	Hs.424126
1631	PSMD11	"Proteasome (prosome, macropain) 26S subunit, non-ATPase, 11"	H86706	ENSG00000108671|ENSG00000108671	Hs.655396
1632	CDCA7L	Cell division cycle associated 7-like	AI224533	ENSG00000164649	Hs.520245
1633	STAB2	Stabilin 2	AL133021		Hs.408249
1634	FER1L5	Fer-1-like 5 (C. elegans)	AL133022	ENSG00000214272	Hs.534025
1635	C19orf15	Chromosome 19 open reading frame 15	AL133023	ENSG00000099338|ENSG00000099338	Hs.324335
1636	MYT1L	Myelin transcription factor 1-like	AL133024		Hs.434418
1637	KDM5A	Lysine (K)-specific demethylase 5A	AL133026	ENSG00000073614|ENSG00000073614|ENSG00000073614	Hs.76272
1638		Transcribed locus	AI554062		Hs.710583
1639			AI254509		Data not found
1640	CCDC136	Coiled-coil domain containing 136	AL133027	ENSG00000128596	Hs.521178
1641	ZNF526	Zinc finger protein 526	N64706	ENSG00000167625	Hs.137282
1642	ERICH1	Glutamate-rich 1	AA934760	ENSG00000104714|ENSG00000104714|ENSG00000104714	Hs.655310
1643	IPMK	Inositol polyphosphate multikinase	AI336916	ENSG00000151151	Hs.499690
1644	PRSS35	"Protease, serine, 35"	AI271571	ENSG00000146250	Hs.98381
1645		Transcribed locus	AI300571		Hs.547576
1646	FGF14	Fibroblast growth factor 14	AI801866		Hs.508616
1647		MRNA; cDNA DKFZp686L15210 (from clone DKFZp686L15210)	AW139538	NA|NA	Hs.593022
1648	VPS37A	Vacuolar protein sorting 37 homolog A (S. cerevisiae)	AI125561	ENSG00000155975	Hs.343873
1649		CDNA clone IMAGE:4830306	AA978293	NA|NA	Hs.662570
1650		Transcribed locus	AA913382		Hs.659902
1651			X98507		Data not found
1652		Transcribed locus	AA176629		Hs.442759
1653	C8orf74	Chromosome 8 open reading frame 74	AI201239	ENSG00000171060	Hs.371776
1654	CAMK2G	Calcium/calmodulin-dependent protein kinase II gamma	AA902713	ENSG00000148660|ENSG00000148660	Hs.523045
1655	C22orf41	Chromosome 22 open reading frame 41	AW140059	ENSG00000217442	Hs.535660
1656	TRIP10	Thyroid hormone receptor interactor 10	AJ000414	ENSG00000125733	Hs.515094
1657		"CDNA FLJ12676 fis, clone NT2RM4002383"	AA648884	NA	Hs.656543
1658	RIMBP3	RIMS binding protein 3	AL133030	ENSG00000196622	Hs.115429
1659	LCORL	Ligand dependent nuclear receptor corepressor-like	AL133031		Hs.446201
1660	MED13L	Mediator complex subunit 13-like	AL133033	ENSG00000123066|ENSG00000123066	Hs.603766
1661	HOOK3	Hook homolog 3 (Drosophila)	AI912618	ENSG00000168172|ENSG00000168172	Hs.162852
1662	FBLIM1	Filamin binding LIM protein 1	AL133035	ENSG00000162458	Hs.530101
1663	NOTCH2	Notch homolog 2 (Drosophila)	AL133036	ENSG00000134250	Hs.487360
1664			AA054645		Data not found
1665	TMEM164	Transmembrane protein 164	AI189702	ENSG00000157600	Hs.659535
1666	C3orf34	Chromosome 3 open reading frame 34	AI798960	ENSG00000174007	Hs.282800
1667	MOBKL2B	"MOB1, Mps One Binder kinase activator-like 2B (yeast)"	AI051971		Hs.369022
1668	DTNBP1	Dystrobrevin binding protein 1	AI126268		Hs.571148
1669	ZFP1	Zinc finger protein 1 homolog (mouse)	AL133038		Hs.388813
1670	PFKFB1	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1"	AW296243		Hs.444304
1671			N54178		Data not found
1672	GPR98	G protein-coupled receptor 98	AL133041	ENSG00000164199|ENSG00000164199|ENSG00000164199	Hs.591777
1673	TOR2A	"Torsin family 2, member A"	AA873275	ENSG00000160404	Hs.444106
1674	ZNF33B	Zinc finger protein 33B	AI825806	ENSG00000196693	Hs.499453
1675	LOC730834	Similar to hCG1821160	AA994604	NA	Hs.123784
1676	GARNL3	GTPase activating Rap/RanGAP domain-like 3	AI355710	ENSG00000136895	Hs.29304
1677	SH3D19	SH3 domain containing 19	AL133047	ENSG00000109686	Hs.567725
1678	MXD3	MAX dimerization protein 3	AA863130	ENSG00000213347	Hs.702195
1679		Transcribed locus	AI298555		Hs.98838
1680		CDNA clone IMAGE:5312516	N49237	NA	Hs.594267
1681		Transcribed locus	AI022217		Hs.262868
1682	ASXL3	Additional sex combs like 3 (Drosophila)	AL133050	ENSG00000141431	Hs.464876
1683	TMEM183A	Transmembrane protein 183A	AL133052	ENSG00000163444|ENSG00000163444	Hs.497443
1684	ZSWIM7	"Zinc finger, SWIM-type containing 7"	AI580745	ENSG00000214941	Hs.593985
1685			AL133053		Data not found
1686	MAPKSP1	MAPK scaffold protein 1	AF201947	ENSG00000109270	Hs.716375
1687	ZNF853	Zinc finger protein 853	AL133055	NA	Hs.592170
1688	ZFYVE20	"Zinc finger, FYVE domain containing 20"	AA699327		Hs.475565
1689		Transcribed locus	R94725		Hs.687485
1690	LRWD1	Leucine-rich repeats and WD repeat domain containing 1	AL133057	ENSG00000161036	Hs.274135
1691	LPO	Lactoperoxidase	U39573	ENSG00000167419	Hs.234742
1692		Transcribed locus	AW291592		Hs.660986
1693	LOC645733	Similar to hCG1812929	AA993387	NA	Hs.116176
1694	PHGDH	Phosphoglycerate dehydrogenase	AI004352		Hs.487296
1695	LOC100128198	Hypothetical protein LOC100128198	AI935024	NA	Hs.587138
1696		Transcribed locus	AI091103		Hs.691294
1697			T92030		Data not found
1698			H64576		Data not found
1699		Transcribed locus	AI263842		Hs.145632
1700			AF201950		Data not found
1701	MS4A7	"Membrane-spanning 4-domains, subfamily A, member 7"	AF201951	ENSG00000166927	Hs.530735
1702		Transcribed locus	AI807197		Hs.719208
1703		Transcribed locus	AI002114		Hs.99250
1704	DIDO1	Death inducer-obliterator 1	AL133063	ENSG00000101191|ENSG00000101191|ENSG00000101191|ENSG00000101191	Hs.517172
1705	ACBD5	Acyl-Coenzyme A binding domain containing 5	AL133064	ENSG00000107897	Hs.530597
1706		"CDNA FLJ46638 fis, clone TRACH3002533"	R16756	NA	Hs.656398
1707			AL133066		Data not found
1708	MOV10L1	"Mov10l1, Moloney leukemia virus 10-like 1, homolog (mouse)"	AL133068	ENSG00000073146	Hs.62880
1709	FBXO18	"F-box protein, helicase, 18"	AL133069	ENSG00000134452	Hs.498543
1710	DUSP18	Dual specificity phosphatase 18	AA915932	ENSG00000167065|ENSG00000167065	Hs.517544
1711	NUP62	Nucleoporin 62kDa	AW016742	ENSG00000213024|ENSG00000213024|ENSG00000213024|ENSG00000213024	Hs.574492
1712	MRPS36	Mitochondrial ribosomal protein S36	N68316	ENSG00000134056	Hs.631971
1713	C14orf37	Chromosome 14 open reading frame 37	AI492947	ENSG00000139971	Hs.535420
1714		Transcribed locus	AI420576		Hs.444029
1715	KRT19P2	Keratin 19 pseudogene 2	AB041269	NA	Hs.527883
1716	Mar-10	Membrane-associated ring finger (C3HC4) 10	AI819206	ENSG00000173838	Hs.665663
1717	CPSF6	"Cleavage and polyadenylation specific factor 6, 68kDa"	AW190563		Hs.369606
1718	FAM22F	"Family with sequence similarity 22, member F"	AL133071	ENSG00000130950	Hs.648183
1719	SLC25A26	"Solute carrier family 25, member 26"	AI123566	ENSG00000144741	Hs.379386
1720	RNF175	Ring finger protein 175	AW051591	ENSG00000145428	Hs.388364
1721	MAEL	Maelstrom homolog (Drosophila)	AL133073	ENSG00000143194	Hs.651245
1722		Transcribed locus	AI698255		Hs.218029
1723	TP53INP1	Tumor protein p53 inducible nuclear protein 1	AL133074	ENSG00000164938	Hs.492261
1724	FAM101A	"Family with sequence similarity 101, member A"	AW293770	ENSG00000178882	Hs.432901
1725		MRNA; cDNA DKFZp434M0317 (from clone DKFZp434M0317)	AL133075	NA	Hs.610976
1726	C6orf142	Chromosome 6 open reading frame 142	M77498		Hs.511731
1727	C4orf41	Chromosome 4 open reading frame 41	AL133076	ENSG00000168538	Hs.443240
1728	FRMD1	FERM domain containing 1	AL133077	ENSG00000153303	Hs.266746
1729	GOLPH3	Golgi phosphoprotein 3 (coat-protein)	AL133078	ENSG00000113384	Hs.408909
1730	ZNF805	Zinc finger protein 805	AA954234	NA	Hs.22488
1731	WDR43	WD repeat domain 43	AA460557	ENSG00000163811|ENSG00000163811	Hs.709228
1732		Transcribed locus	AA446313		Hs.659198
1733	DPP3	Dipeptidyl-peptidase 3	AJ271216	ENSG00000221844	Hs.502914
1734	USP13	Ubiquitin specific peptidase 13 (isopeptidase T-3)	AW295324		Hs.175322
1735	ERCC6	"Excision repair cross-complementing rodent repair deficiency, complementation group 6"	AL133084		Hs.654449
1736		Transcribed locus	AL133086		Hs.557249
1737	SF1	Splicing factor 1	AA806641		Hs.502829
1738	ANKRD44	Ankyrin repeat domain 44	AL133087	ENSG00000065413	Hs.654819
1739	AARSD1	Alanyl-tRNA synthetase domain containing 1	AW245958	ENSG00000108825|ENSG00000108825	Hs.317403
1740	C7orf27	Chromosome 7 open reading frame 27	AL133088	ENSG00000106009	Hs.520623
1741		MRNA; cDNA DKFZp434E2028 (from clone DKFZp434E2028)	AL133089	NA	Hs.564060
1742			AI055956		Data not found
1743		"CDNA FLJ11614 fis, clone HEMBA1004015"	AI638190	NA	Hs.661665
1744	ZFP57	Zinc finger protein 57 homolog (mouse)	AW206257	ENSG00000206510|ENSG00000204644|ENSG00000206451	Hs.156326
1745	GAGE7	G antigen 7	AF058988		Hs.460641
1746	IFNA4	"Interferon, alpha 4"	M27318	ENSG00000147877|ENSG00000147877	Hs.1510
1747	CHD9	Chromodomain helicase DNA binding protein 9	W89192	ENSG00000177200|ENSG00000177200|ENSG00000177200	Hs.59159
1748		Transcribed locus	AI703126		Hs.131775
1749	ZNF182	Zinc finger protein 182	T67481		Hs.189690
1750	TLCD1	TLC domain containing 1	AA127551	ENSG00000160606	Hs.499952
1751		Transcribed locus	AL133090		Hs.592567
1752	DISP1	Dispatched homolog 1 (Drosophila)	AL133092		Hs.528817
1753		Transcribed locus	AA758556		Hs.170537
1754	SPTBN4	"Spectrin, beta, non-erythrocytic 4"	AL133093	ENSG00000160460	Hs.32706
1755	PHF10	PHD finger protein 10	AL133094	ENSG00000130024|ENSG00000130024	Hs.435933
1756	DNAJA4	"DnaJ (Hsp40) homolog, subfamily A, member 4"	AL133096	ENSG00000140403|ENSG00000140403	Hs.513053
1757	YLPM1	YLP motif containing 1	AI476641	NA|NA	Hs.531111
1758	IL17RD	Interleukin 17 receptor D	AL133097	ENSG00000144730	Hs.150725
1759		"CDNA FLJ44898 fis, clone BRAMY3002508"	AL133099	NA	Hs.672024
1760		Transcribed locus	AI028528		Hs.664201
1761	TDRD7	Tudor domain containing 7	AB025254	ENSG00000196116	Hs.193842
1762	ACCS	1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional)	AI676022	ENSG00000110455	Hs.126706
1763	TRIB1	Tribbles homolog 1 (Drosophila)	AJ000480		Hs.444947
1764	GLRA2	"Glycine receptor, alpha 2"	AA082831	ENSG00000101958|ENSG00000101958	Hs.2700
1765		Transcribed locus	AW297731		Hs.664716
1766			H17308		Data not found
1767	MUC5AC	"Mucin 5AC, oligomeric mucus/gel-forming"	Z34282		Hs.558950
1768	NR0B2	"Nuclear receptor subfamily 0, group B, member 2"	AI023792	ENSG00000131910	Hs.427055
1769		Transcribed locus	AA927867		Hs.446169
1770			AA811434		Data not found
1771	MAP1LC3B	Microtubule-associated protein 1 light chain 3 beta	AA884510	ENSG00000140941	Hs.356061
1772	IRX2	Iroquois homeobox 2	AW243059	ENSG00000170561	Hs.282089
1773	ZNF362	Zinc finger protein 362	AI367056	ENSG00000160094	Hs.524248
1774			U12767		Data not found
1775	PNPT1	Polyribonucleotide nucleotidyltransferase 1	AI684451	ENSG00000138035	Hs.388733
1776	TUBE1	"Tubulin, epsilon 1"	AI733388		Hs.34851
1777	FLJ39632	Hypothetical LOC642477	AA172056	NA	Hs.536395
1778	SYN2	Synapsin II	AW135445		Hs.445503
1779			R97789		Data not found
1780		Transcribed locus	AA017037		Hs.660416
1781		Transcribed locus	W38020		Hs.660078
1782		Transcribed locus	AI743880		Hs.12876
1783	PPCDC	Phosphopantothenoylcysteine decarboxylase	AW003506	ENSG00000138621	Hs.458922
1784		Transcribed locus	AI803088		Hs.643388
1785			U12779		Data not found
1786	TFAM	"Transcription factor A, mitochondrial"	NM_003201	ENSG00000108064	Hs.642966
1787	CPSF3L	Cleavage and polyadenylation specific factor 3-like	AA282171	ENSG00000127054|ENSG00000127054	Hs.6449
1788	TCF7	"Transcription factor 7 (T-cell specific, HMG-box)"	NM_003202	ENSG00000081059	Hs.573153
1789	MOAP1	Modulator of apoptosis 1	AI670788	ENSG00000165943	Hs.24719
1790	C2orf3	Chromosome 2 open reading frame 3	NM_003203	ENSG00000005436|ENSG00000005436	Hs.303808
1791	NFE2L1	Nuclear factor (erythroid-derived 2)-like 1	NM_003204	ENSG00000082641	Hs.514284
1792	TCF12	Transcription factor 12	NM_003205		Hs.511504
1793	ODF3L1	Outer dense fiber of sperm tails 3-like 1	AI554042	ENSG00000182950	Hs.144348
1794	TCF21	Transcription factor 21	NM_003206	ENSG00000118526	Hs.78061
1795	SUV39H2	Suppressor of variegation 3-9 homolog 2 (Drosophila)	AI340335	ENSG00000152455	Hs.554883
1796	PSMD13	"Proteasome (prosome, macropain) 26S subunit, non-ATPase, 13"	AI091056		Hs.134688
1797	FAM105B	"Family with sequence similarity 105, member B"	AI377006	ENSG00000154124|ENSG00000154124	Hs.406335
1798		CDNA clone IMAGE:4817413	AI140189	NA	Hs.123191
1799		Transcribed locus	AW069499		Hs.672497
1800	TDG	Thymine-DNA glycosylase	NM_003211	ENSG00000139372	Hs.584809
1801	NTN3	Netrin 3	X72475		Hs.695964
1802		"CDNA FLJ30272 fis, clone BRACE2002682"	AA806200	NA	Hs.715664
1803	TDGF1	Teratocarcinoma-derived growth factor 1	NM_003212	ENSG00000163828	Hs.385870
1804	TEAD4	TEA domain family member 4	NM_003213	ENSG00000197905	Hs.94865
1805	TEC	Tec protein tyrosine kinase	NM_003215	ENSG00000135605	Hs.479670
1806	TEF	Thyrotrophic embryonic factor	NM_003216	ENSG00000167074|ENSG00000167074	Hs.181159
1807	TMBIM6	Transmembrane BAX inhibitor motif containing 6	NM_003217	ENSG00000139644	Hs.708025
1808	TERF1	Telomeric repeat binding factor (NIMA-interacting) 1	NM_003218	ENSG00000147601|ENSG00000147601	Hs.442707
1809			NM_003219		Data not found
1810			AI310154_RC		Data not found
1811		Transcribed locus	W86789		Hs.613395
1812		Transcribed locus	AI018758		Hs.664223
1813	NRCAM	Neuronal cell adhesion molecule	AA588073		Hs.21422
1814	TFAP2A	Transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	NM_003220	ENSG00000137203	Hs.519880
1815	TFAP2B	Transcription factor AP-2 beta (activating enhancer binding protein 2 beta)	NM_003221	ENSG00000008196	Hs.33102
1816	TFAP2C	Transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)	NM_003222	ENSG00000087510	Hs.473152
1817	TFAP4	Transcription factor AP-4 (activating enhancer binding protein 4)	NM_003223	ENSG00000090447	Hs.513305
1818	ARFRP1	ADP-ribosylation factor related protein 1	NM_003224	ENSG00000101246	Hs.389277
1819		Transcribed locus	N33936		Hs.274295
1820	TFF1	Trefoil factor 1	NM_003225	ENSG00000160182	Hs.162807
1821	TFF3	Trefoil factor 3 (intestinal)	NM_003226	ENSG00000160180	Hs.82961
1822	TFR2	Transferrin receptor 2	NM_003227	ENSG00000106327	Hs.544932
1823	ANKRD55	Ankyrin repeat domain 55	AW072386	ENSG00000164512	Hs.436214
1824	ZPBP2	Zona pellucida binding protein 2	AI743536	ENSG00000186075	Hs.367245
1825		Transcribed locus	AA403262		Hs.624267
1826		Transcribed locus	AI217168		Hs.667599
1827		"CDNA FLJ38931 fis, clone NT2NE2013189"	AI147033	NA	Hs.496545
1828		Transcribed locus	AI798959		Hs.687695
1829	LCA5L	Leber congenital amaurosis 5-like	AI825840	ENSG00000157578	Hs.517284
1830	NEUROD1	Neurogenic differentiation 1	NM_002500	ENSG00000162992	Hs.709709
1831	NFIX	Nuclear factor I/X (CCAAT-binding transcription factor)	NM_002501	ENSG00000008441	Hs.257970
1832	FLJ44606	Hypothetical gene supported by AK126569	AI452788	NA|NA	Hs.49573
1833	NFKB2	Nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100)	NM_002502	ENSG00000077150	Hs.73090
1834	NFKBIB	"Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta"	NM_002503	ENSG00000104825	Hs.9731
1835	NFX1	"Nuclear transcription factor, X-box binding 1"	NM_002504	ENSG00000086102	Hs.413074
1836	IL17RA	Interleukin 17 receptor A	AA521486	ENSG00000177663|ENSG00000177663	Hs.129751
1837	NFYA	"Nuclear transcription factor Y, alpha"	NM_002505	ENSG00000001167|ENSG00000001167	Hs.10441
1838	TFRC	"Transferrin receptor (p90, CD71)"	NM_003234	ENSG00000072274|ENSG00000072274	Hs.529618
1839	TG	Thyroglobulin	NM_003235	ENSG00000042832	Hs.654591
1840	NGF	Nerve growth factor (beta polypeptide)	NM_002506	ENSG00000134259	Hs.2561
1841	TGFA	"Transforming growth factor, alpha"	NM_003236	ENSG00000163235	Hs.170009
1842	NGFR	"Nerve growth factor receptor (TNFR superfamily, member 16)"	NM_002507	ENSG00000064300	Hs.415768
1843	NID1	Nidogen 1	NM_002508	ENSG00000116962	Hs.356624
1844	NKX2-2	NK2 homeobox 2	NM_002509	ENSG00000125820	Hs.516922
1845	TGFB2	"Transforming growth factor, beta 2"	NM_003238	ENSG00000092969	Hs.133379
1846	TGFB3	"Transforming growth factor, beta 3"	NM_003239	ENSG00000119699	Hs.592317
1847	C15orf23	Chromosome 15 open reading frame 23	U81002	ENSG00000128944	Hs.525796
1848	CD59	"CD59 molecule, complement regulatory protein"	M34671		Hs.278573
1849		"Transcribed locus, moderately similar to XP_001152784.1 PREDICTED: hypothetical protein [Pan troglodytes]"	T87105	NA	Hs.409726
1850			AA435672		Data not found
1851		Transcribed locus	H98915		Hs.53687
1852	WDR31	WD repeat domain 31	AI052127		Hs.133331
1853	FAM154A	"Family with sequence similarity 154, member A"	AW274676	ENSG00000155875	Hs.98943
1854	WDR89	WD repeat domain 89	AA521511	ENSG00000140006	Hs.655666
1855	GPNMB	Glycoprotein (transmembrane) nmb	NM_002510	ENSG00000136235	Hs.190495
1856			X56465		Data not found
1857	LEFTY2	Left-right determination factor 2	NM_003240	ENSG00000143768	Hs.520187
1858	NMBR	Neuromedin B receptor	NM_002511	ENSG00000135577	Hs.654478
1859	TGM4	Transglutaminase 4 (prostate)	NM_003241	ENSG00000163810	Hs.438265
1860	NME1	"Non-metastatic cells 1, protein (NM23A) expressed in"	NM_002512	ENSG00000011052|ENSG00000011052	Hs.463456
1861	TGFBR2	"Transforming growth factor, beta receptor II (70/80kDa)"	NM_003242	ENSG00000163513	Hs.82028
1862	NOV	Nephroblastoma overexpressed gene	NM_002514	ENSG00000136999	Hs.235935
1863	TGFBR3	"Transforming growth factor, beta receptor III"	NM_003243	ENSG00000069702	Hs.482390
1864	C7orf41	Chromosome 7 open reading frame 41	AI094670		Hs.200100
1865	TGIF1	TGFB-induced factor homeobox 1	NM_003244	ENSG00000177426	Hs.373550
1866	NOVA1	Neuro-oncological ventral antigen 1	NM_002515		Hs.31588
1867	TGM3	"Transglutaminase 3 (E polypeptide, protein-glutamine-gamma-glutamyltransferase)"	NM_003245	ENSG00000125780	Hs.2022
1868	NOVA2	Neuro-oncological ventral antigen 2	NM_002516	ENSG00000104967	Hs.375439
1869	THBS1	Thrombospondin 1	NM_003246	ENSG00000137801|ENSG00000137801	Hs.164226
1870	NPAS1	Neuronal PAS domain protein 1	NM_002517	ENSG00000130751	Hs.79564
1871	THBS2	Thrombospondin 2	NM_003247	ENSG00000186340	Hs.371147
1872	NPAS2	Neuronal PAS domain protein 2	NM_002518	ENSG00000170485	Hs.156832
1873	NPAT	"Nuclear protein, ataxia-telangiectasia locus"	NM_002519	ENSG00000149308	Hs.171061
